Object,Maneuver,New Position
FENGYUN 1C DEB,[-0.08199738 -0.04980848  0.02820539],"[-1.0070781485878495, -1.4820919846720084, 0.47678530244632333]"
FENGYUN 1C DEB,[-0.05825747 -0.07986654  0.01507989],"[-1.0653356178585356, -1.5619585244020866, 0.49186519321910144]"
FENGYUN 1C DEB,[-0.0397108  -0.08911898  0.02192852],"[-1.1050464148798036, -1.6510775045934858, 0.5137937127674121]"
FENGYUN 1C DEB,[-0.09989926 -0.00222893 -0.00389489],"[-1.0615855795632307, -0.12099797855885587, -0.17589470697202128]"
FENGYUN 1C DEB,[-0.02687629 -0.06969639 -0.06648367],"[-1.0884618653307618, -0.1906943727993552, -0.24237837333613588]"
FENGYUN 1C DEB,[-0.08923668 -0.04429724  0.00863533],"[-1.1776985475862207, -0.23499161369033436, -0.2337430395565504]"
FENGYUN 1C DEB,[-0.09069146 -0.00957745  0.04102843],"[-1.2683900052002697, -0.24456906777807694, -0.19271461174074986]"
FENGYUN 1C DEB,[-0.09805401 -0.01197682  0.0155553 ],"[-1.3664440122065775, -0.25654588869690875, -0.17715930812155975]"
FENGYUN 1C DEB,[-0.07490772 -0.06008739 -0.02789874],"[-1.4413517289717506, -0.31663327531380636, -0.20505805251230416]"
FENGYUN 1C DEB,[-0.06960505 -0.07160672 -0.00525499],"[-1.51095677511347, -0.38823999759652655, -0.21031303829101888]"
FENGYUN 1C DEB,[-0.07058968 -0.06973986  0.01238743],"[-1.5815464599290217, -0.45797985766589433, -0.19792561260421546]"
FENGYUN 1C DEB,[-0.08761607 -0.04785244 -0.00579382],"[-1.669162531175093, -0.505832294396241, -0.20371943331006398]"
FENGYUN 1C DEB,[-0.06970382 -0.06659953 -0.0265684 ],"[-1.7388663474195438, -0.5724318288604564, -0.23028783578574186]"
FENGYUN 1C DEB,[-0.07561274 -0.06340581 -0.01619932],"[-1.814479082620626, -0.6358376345186086, -0.24648715935963364]"
FENGYUN 1C DEB,[-0.09755095 -0.01998042 -0.00919751],"[-1.9120300366418919, -0.655818053654793, -0.2556846710167781]"
FENGYUN 1C DEB,[ 0.0677994  -0.03279286  0.06578654],"[0.8150287587722116, -0.3145941536427991, 0.3835595875961743]"
FENGYUN 1C DEB,[ 0.0803827  -0.05171079 -0.02940435],"[0.895411456401072, -0.3663049457132691, 0.35415523578641983]"
FENGYUN 1C DEB,[ 0.01639116 -0.09782543  0.01270889],"[0.9118026141658415, -0.46413037235880733, 0.36686412435894467]"
FENGYUN 1C DEB,[ 0.09218594 -0.01035721 -0.03734276],"[1.0039885492679794, -0.4744875859773123, 0.32952136742530247]"
FENGYUN 1C DEB,[ 0.06217706 -0.04537427  0.06383721],"[1.0661656076111727, -0.5198618587486306, 0.3933585727703137]"
FENGYUN 1C DEB,[ 0.09709849 -0.02308493 -0.00624256],"[1.16326409661487, -0.5429467854962866, 0.3871160099749349]"
FENGYUN 1C DEB,[ 0.09535181 -0.02375016  0.0185462 ],"[1.2586159100535197, -0.5666969447529, 0.4056622119916944]"
FENGYUN 1C DEB,[ 0.07615203 -0.05740636 -0.03008949],"[1.3347679414002356, -0.6241033073022395, 0.3755727178014858]"
FENGYUN 1C DEB,[ 0.06580507 -0.02856659  0.06966808],"[1.400573015544073, -0.6526699022300176, 0.44524080139186684]"
FENGYUN 1C DEB,[ 0.09871535 -0.00852674 -0.01351203],"[1.499288362322718, -0.6611966387947296, 0.4317287669807264]"
FENGYUN 1C DEB,[ 0.09335107 -0.03556179  0.00457581],"[1.5926394277370564, -0.6967584242194415, 0.43630457329379096]"
FENGYUN 1C DEB,[ 0.0981646  -0.01235474  0.01452834],"[1.6908040234351775, -0.7091131647512112, 0.45083290898020184]"
FENGYUN 1C DEB,[ 0.07528034 -0.06467153  0.01226637],"[1.7660843623592233, -0.7737846933987864, 0.4630992839078913]"
FENGYUN 1C DEB,[ 0.08006694 -0.0512532   0.03102249],"[1.8461512999959948, -0.8250378929981669, 0.4941217762045362]"
FENGYUN 1C DEB,[-0.0620773   0.02849561 -0.07303704],"[0.0489022715194027, 0.05443223019044982, -0.37262450766238514]"
FENGYUN 1C DEB,[-0.09999808  0.00047948 -0.00039289],"[-0.05109580714970419, 0.05491170985940507, -0.37301739662146827]"
FENGYUN 1C DEB,[-0.01815911  0.01123936 -0.09769301],"[-0.0692549143913545, 0.0661510727703994, -0.4707104032572619]"
FENGYUN 1C DEB,[-0.00466744  0.04414161 -0.08960878],"[-0.07392235078254585, 0.11029268485763086, -0.5603191813979919]"
FENGYUN 1C DEB,[-0.08204996  0.02790537 -0.04989082],"[-0.1559723133293089, 0.13819805760468212, -0.6102100003722571]"
FENGYUN 1C DEB,[-0.02313608  0.01989717 -0.09523038],"[-0.1791083908703913, 0.15809522733029674, -0.7054403765813382]"
FENGYUN 1C DEB,[-0.02089099  0.01871898 -0.09598524],"[-0.1999993777248097, 0.176814205830536, -0.8014256176976479]"
FENGYUN 1C DEB,[-0.09189547 -0.01010817 -0.03811886],"[-0.29189484877977606, 0.16670603398998549, -0.8395444747322933]"
FENGYUN 1C DEB,[-0.03396303  0.01597958 -0.09268854],"[-0.3258578771652175, 0.18268561779250977, -0.9322330155795189]"
FENGYUN 1C DEB,[ 0.01090751  0.00458879 -0.09929738],"[-0.3149503657059816, 0.18727440906215512, -1.031530393130239]"
FENGYUN 1C DEB,[-0.059301    0.02750209 -0.07567712],"[-0.37425136399293996, 0.21477650345823748, -1.1072075125653704]"
FENGYUN 1C DEB,[-0.02638109  0.0376602  -0.08880173],"[-0.4006324519241682, 0.25243670798694784, -1.1960092422468385]"
FENGYUN 1C DEB,[-0.03110531 -0.04417376 -0.0841495 ],"[-0.4317377663168617, 0.20826294899216335, -1.2801587427373486]"
FENGYUN 1C DEB,[ 0.03021052  0.04052413 -0.0862851 ],"[-0.40152724445174415, 0.24878708117994025, -1.366443846197128]"
FENGYUN 1C DEB,[-0.02846235 -0.01999378 -0.09375577],"[-0.4299895926352053, 0.22879330379938795, -1.4601996118968457]"
FENGYUN 1C DEB,[-0.00364582  0.00850141 -0.09957125],"[-0.43363541219198243, 0.2372947118206442, -1.5597708630761673]"
FENGYUN 1C DEB,[-0.08561932 -0.04362778  0.02767578],"[-0.2083082205923354, -0.7275068971975835, 0.718352214004379]"
FENGYUN 1C DEB,[-0.06047208 -0.07962353  0.00179447],"[-0.2687803024962718, -0.8071304312710579, 0.720146686588143]"
FENGYUN 1C DEB,[-0.03830189 -0.09179525 -0.01032457],"[-0.3070821944357197, -0.8989256836479753, 0.7098221180781816]"
FENGYUN 1C DEB,[-0.05248741 -0.07854022  0.03281015],"[-0.3595696038180306, -0.9774659026002088, 0.742632266862802]"
FENGYUN 1C DEB,[-0.05292518 -0.08316042 -0.01683065],"[-0.41249477963396364, -1.0606263197253847, 0.7258016165955263]"
FENGYUN 1C DEB,[-0.01117286 -0.09920737  0.00575028],"[-0.4236676371014801, -1.159833685878498, 0.731551899803563]"
FENGYUN 1C DEB,[-0.05951397 -0.07868416 -0.01633675],"[-0.48318161061906284, -1.2385178494314333, 0.7152151509800235]"
FENGYUN 1C DEB,[ 0.00048948 -0.04104331  0.09118776],"[-0.48269212652777915, -1.279561163528937, 0.8064029065901823]"
FENGYUN 1C DEB,[-0.00500803 -0.08176359  0.05735534],"[-0.48770015784253073, -1.3613247501817907, 0.8637582508922765]"
FENGYUN 1C DEB,[-0.01880202 -0.08984142  0.0396863 ],"[-0.5065021754643283, -1.451166174945433, 0.9034445524305709]"
FENGYUN 1C DEB,[-0.03487941 -0.05791571  0.07368309],"[-0.5413815894444638, -1.5090818807850903, 0.9771276407039095]"
FENGYUN 1C DEB,[-0.01417108 -0.07287002  0.06700105],"[-0.5555526672749491, -1.5819518998417184, 1.044128692007669]"
FENGYUN 1C DEB,[-0.00165061 -0.09759293  0.02174615],"[0.7192350536833717, -0.3516241286096107, 0.43974370469474805]"
FENGYUN 1C DEB,[ 0.09240328  0.00243438 -0.03815373],"[0.8116383380410357, -0.34918974884884435, 0.40158997833549104]"
FENGYUN 1C DEB,[ 0.08317679 -0.03781632  0.04063924],"[0.8948151281883396, -0.38700606485111033, 0.4422292182989564]"
FENGYUN 1C DEB,[ 0.08940184 -0.02659329 -0.036057  ],"[0.9842169727621449, -0.41359935373722584, 0.4061722193525553]"
FENGYUN 1C DEB,[ 0.05903539 -0.0380039   0.07120763],"[1.0432523633906137, -0.45160324928745754, 0.4773798493956285]"
FENGYUN 1C DEB,[ 0.09854065 -0.01686749  0.00228647],"[1.1417930133663978, -0.4684707439690795, 0.47966631512146823]"
FENGYUN 1C DEB,[ 0.09334853 -0.01210108  0.03375819],"[1.2351415461647566, -0.4805718280194828, 0.5134245021166077]"
FENGYUN 1C DEB,[ 0.08415068 -0.05155446 -0.01614933],"[1.3192922220379846, -0.5321262921006147, 0.49727516827938045]"
FENGYUN 1C DEB,[ 0.0597477  -0.01654741  0.0784627 ],"[1.3790399225329173, -0.5486737055220801, 0.5757378689378903]"
FENGYUN 1C DEB,[0.09991721 0.00369103 0.00171087],"[1.4789571344171635, -0.5449826781685482, 0.5774487419180147]"
FENGYUN 1C DEB,[ 0.09474841 -0.02345767  0.02173652],"[1.5737055456171616, -0.5684403521734809, 0.5991852574012829]"
FENGYUN 1C DEB,[0.09485392 0.00143588 0.03163341],"[1.6685594636063465, -0.5670044701196146, 0.630818665134696]"
FENGYUN 1C DEB,[ 0.07789122 -0.05353466  0.03266493],"[1.7464506885675404, -0.62053912533095, 0.6634835968726952]"
FENGYUN 1C DEB,[ 0.08628328 -0.04075119  0.0299088 ],"[1.8327339663829842, -0.6612903173025506, 0.6933923969542211]"
FENGYUN 1C DEB,[-0.05709428 -0.05460704 -0.06130509],"[0.11738256883765108, -0.0007769227893700617, -0.4334362238010363]"
FENGYUN 1C DEB,[ 0.02097299 -0.0023979  -0.09774653],"[0.13835556240758184, -0.003174824892800204, -0.531182751136886]"
FENGYUN 1C DEB,[ 0.04242372  0.02125472 -0.08802536],"[0.18077928692196224, 0.018079892463988563, -0.6192081144613902]"
FENGYUN 1C DEB,[-0.056632    0.01805863 -0.08041581],"[0.12414728986870377, 0.03613852501450918, -0.699623925718661]"
FENGYUN 1C DEB,[ 0.01025614  0.00698644 -0.09922702],"[0.13440343343097608, 0.04312496183447659, -0.7988509443163729]"
FENGYUN 1C DEB,[ 0.01661236  0.00403204 -0.09852803],"[0.15101578901656687, 0.04715700381202086, -0.8973789722038183]"
FENGYUN 1C DEB,[-0.06999074 -0.03196662 -0.06387043],"[0.08102504550332741, 0.015190387700475573, -0.9612493978861404]"
FENGYUN 1C DEB,[-0.07290333 -0.02851372 -0.06222597],"[0.008121714998624047, -0.013323336558189208, -1.0234753726091033]"
FENGYUN 1C DEB,[ 0.00191984 -0.00497756 -0.09985759],"[0.010041550096769315, -0.01830089714975532, -1.1233329618237105]"
FENGYUN 1C DEB,[-0.05955042  0.03744042 -0.07107716],"[-0.04950886719086704, 0.019139518219665908, -1.1944101248075663]"
FENGYUN 1C DEB,[ 0.03594284 -0.01405094 -0.09225336],"[-0.013566024652481891, 0.005088575721363361, -1.2866634883515056]"
FENGYUN 1C DEB,[-0.02213168  0.00568226 -0.09735451],"[-0.035697703244530546, 0.010770831817878669, -1.3840179991270822]"
FENGYUN 1C DEB,[-0.0293062  -0.01308682 -0.09470946],"[-0.06500390475691113, -0.0023159872819626167, -1.4787274586269852]"
FENGYUN 1C DEB,[0.07559918 0.06138993 0.02271651],"[0.8107616782321412, 0.6514800884682055, 0.25262267010154854]"
FENGYUN 1C DEB,[0.0387173  0.07573986 0.05257798],"[0.8494789792298225, 0.7272199503725356, 0.30520064954321163]"
FENGYUN 1C DEB,[ 0.09727204 -0.01945713 -0.0126321 ],"[0.9467510218798364, 0.7077628215813393, 0.2925685532050466]"
FENGYUN 1C DEB,[ 0.02033268  0.09235371 -0.0325173 ],"[0.9670837050305254, 0.8001165296373174, 0.26005125620475983]"
FENGYUN 1C DEB,[0.03482152 0.05593343 0.07522575],"[1.0019052298161741, 0.8560499574013645, 0.33527700359331414]"
FENGYUN 1C DEB,[0.02812176 0.05938019 0.07538673],"[1.0300269883863857, 0.915430148462641, 0.4106637372037115]"
FENGYUN 1C DEB,[0.05303595 0.07122961 0.04597314],"[1.0830629411463464, 0.9866597631112253, 0.4566368784043888]"
FENGYUN 1C DEB,[0.0478169  0.0798169  0.03664434],"[1.1308798379435212, 1.0664766594939532, 0.493281215381843]"
FENGYUN 1C DEB,[0.05498969 0.04090482 0.07282122],"[1.1858695304100846, 1.1073814769963028, 0.5661024322594278]"
FENGYUN 1C DEB,[0.02125588 0.08711837 0.04425582],"[1.2071254095704909, 1.194499845521234, 0.6103582507093503]"
FENGYUN 1C DEB,[0.07039817 0.03296212 0.06290943],"[1.2775235830395673, 1.227461963919437, 0.6732676770532668]"
FENGYUN 1C DEB,[0.08189838 0.05311999 0.02170076],"[1.3594219586629475, 1.2805819507249807, 0.694968439068242]"
FENGYUN 1C DEB,[0.06260985 0.06336592 0.04543971],"[1.42203180464284, 1.3439478710928012, 0.7404081499202401]"
FENGYUN 1C DEB,[ 0.00541949 -0.04782099  0.08765719],"[0.06947568275883306, -0.4167059134474266, 0.79792714916817]"
FENGYUN 1C DEB,[ 0.01817904 -0.09833301  0.00037597],"[0.08765472536796981, -0.5150389244634968, 0.7983031203487211]"
FENGYUN 1C DEB,[-0.0029568  -0.0548348   0.08357273],"[0.08469792435944264, -0.5698737286042554, 0.8818758526400649]"
FENGYUN 1C DEB,[-0.06008215 -0.02215946  0.07680556],"[0.024615778795505507, -0.5920331924490511, 0.9586814119866711]"
FENGYUN 1C DEB,[-0.06038259 -0.07863836  0.01303652],"[-0.03576681535412022, -0.6706715510133309, 0.9717179332280663]"
FENGYUN 1C DEB,[-0.07906923 -0.04897597  0.03673433],"[-0.11483604952858392, -0.7196475175309219, 1.0084522620055412]"
FENGYUN 1C DEB,[-0.00541049 -0.07818597  0.06211023],"[-0.12024654216438367, -0.7978334838956521, 1.070562496532962]"
FENGYUN 1C DEB,[-0.03824781 -0.08898539  0.0248738 ],"[-0.15849435622537827, -0.8868188689482432, 1.0954362973401903]"
FENGYUN 1C DEB,[-0.04326793 -0.07885123  0.04370778],"[-0.20176228707038232, -0.9656700990106608, 1.139144073284931]"
FENGYUN 1C DEB,[-0.02893504 -0.09171527  0.0274057 ],"[-0.23069732777546836, -1.0573853712430783, 1.1665497708445367]"
FENGYUN 1C DEB,[ 0.01283229 -0.08052183  0.05789272],"[-0.21786504162733455, -1.1379072030963098, 1.224442490829111]"
FENGYUN 1C DEB,[-0.03935854 -0.08202448  0.04150771],"[-0.25722358439629295, -1.2199316821516943, 1.2659502003153842]"
FENGYUN 1C DEB,[-0.00890056 -0.09132807  0.03974876],"[-0.2661241487864362, -1.3112597520371165, 1.3056989563278731]"
FENGYUN 1C DEB,[-0.00247999 -0.07802313  0.06249992],"[-0.26860413569152464, -1.3892828860217863, 1.3681988781531114]"
FENGYUN 1C DEB,[ 0.00068758  0.0171106  -0.09852286],"[0.021778935921829397, 0.02734292823687299, -0.08318520865730569]"
FENGYUN 1C DEB,[0.04743249 0.08105105 0.03436404],"[0.06921142501074548, 0.10839397360012926, -0.04882117186950626]"
FENGYUN 1C DEB,[-0.08189465  0.03807309  0.0429384 ],"[-0.012683223436509738, 0.14646706847228702, -0.0058827741053121]"
FENGYUN 1C DEB,[ 0.0066519  -0.08694596 -0.0489505 ],"[-0.006031324454620637, 0.05952110526338038, -0.05483327687709367]"
FENGYUN 1C DEB,[-0.0168606   0.05570994 -0.08131496],"[-0.022891925684695107, 0.11523104950649593, -0.13614823391815328]"
FENGYUN 1C DEB,[-0.06689011  0.05806941 -0.0464075 ],"[-0.08978203481956112, 0.1733004632873049, -0.1825557385168592]"
FENGYUN 1C DEB,[-0.02915363  0.04673651 -0.08346115],"[-0.11893566895795003, 0.22003697382523188, -0.2660168923506231]"
FENGYUN 1C DEB,[-0.02637102  0.05202114 -0.08123035],"[-0.14530668554024928, 0.27205811859780515, -0.34724724370383997]"
FENGYUN 1C DEB,[-0.09907051  0.00041224  0.01359644],"[-0.24437719972455613, 0.27247035815422577, -0.3336508001318915]"
FENGYUN 1C DEB,[-0.02077532  0.03404771 -0.09170136],"[-0.2651525155400587, 0.3065180684510456, -0.4253521614975221]"
FENGYUN 1C DEB,[-0.09990939  0.00409026 -0.00117661],"[-0.36506190129433025, 0.3106083276444162, -0.42652877440549464]"
FENGYUN 1C DEB,[-0.06187534  0.04820099 -0.06203311],"[-0.426937243902183, 0.3588093204668439, -0.48856188063187284]"
FENGYUN 1C DEB,[ 0.04839386 -0.00281809 -0.08746481],"[-0.378543386466399, 0.35599122999680105, -0.5760266902903158]"
FENGYUN 1C DEB,[ 0.00469346  0.06035893 -0.07959128],"[-0.3738499249379189, 0.41635015636861483, -0.6556179676146725]"
FENGYUN 1C DEB,[-0.07250659  0.0595114  -0.03465815],"[-0.4463565129119046, 0.4758615609862793, -0.6902761184713367]"
FENGYUN 1C DEB,[-0.05296438  0.05019771 -0.06837371],"[-0.49932089194815676, 0.526059274469159, -0.7586498277051857]"
FENGYUN 1C DEB,[-0.04244467  0.07702594 -0.0475968 ],"[-0.5417655583057382, 0.603085209898247, -0.806246629793851]"
FENGYUN 1C DEB,[-0.07464366 -0.00888088 -0.06595039],"[-0.6164092180355238, 0.5942043299974742, -0.8721970205002906]"
FENGYUN 1C DEB,[ 0.01223862  0.08674873 -0.04821695],"[-0.604170601934243, 0.6809530614344823, -0.9204139663802955]"
FENGYUN 1C DEB,[-0.02523389 -0.02853659 -0.09246034],"[-0.629404489553144, 0.6524164674393327, -1.0128743023022067]"
FENGYUN 1C DEB,[-0.06580296  0.02894446 -0.06951395],"[-0.695207449565526, 0.681360926541631, -1.0823882486790612]"
FENGYUN 1C DEB,[ 0.01544884  0.0459251  -0.08747696],"[-0.6797586064728834, 0.7272860254808937, -1.1698652087000738]"
FENGYUN 1C DEB,[ 0.00936148  0.05646061 -0.08200343],"[-0.670397125408837, 0.7837466331413813, -1.2518686382313806]"
FENGYUN 1C DEB,[-0.03603612  0.02035531 -0.09103329],"[-0.7064332458923537, 0.8041019454012208, -1.3429019249088476]"
FENGYUN 1C DEB,[-0.01887111  0.04107024 -0.08920267],"[-0.7253043534645328, 0.8451721894710664, -1.432104594998047]"
FENGYUN 1C DEB,[ 0.00720874 -0.00288611  0.09969807],"[0.02284626621846171, -0.12837380808638438, 0.8965117577148077]"
FENGYUN 1C DEB,[-0.01616319  0.03397734  0.09265145],"[0.006683074729715466, -0.09439646687003245, 0.9891632095370307]"
FENGYUN 1C DEB,[-0.05814364  0.03125233  0.0751173 ],"[-0.051460566429001556, -0.06314413964315255, 1.0642805113769556]"
FENGYUN 1C DEB,[-0.08580854  0.03326548  0.03911908],"[-0.1372691057588616, -0.029878661903821553, 1.103399593278886]"
FENGYUN 1C DEB,[ 0.05704235 -0.05959355  0.05652237],"[-0.08022675269648004, -0.08947221518174679, 1.1599219637601186]"
FENGYUN 1C DEB,[-0.01146742 -0.00644613  0.09913095],"[-0.09169417457197385, -0.09591834730418082, 1.2590529156176973]"
FENGYUN 1C DEB,[-0.00312267 -0.00945229  0.09950328],"[-0.09481684502775801, -0.10537064228311335, 1.358556197216124]"
FENGYUN 1C DEB,[-0.04501667  0.01677447  0.08770471],"[-0.13983351710058162, -0.0885961673482889, 1.4462609076149893]"
FENGYUN 1C DEB,[-0.04456962  0.00967655  0.08899389],"[-0.18440313665275126, -0.0789196124474654, 1.5352548023394377]"
FENGYUN 1C DEB,[ 0.00323236 -0.040569    0.0913439 ],"[-0.18117077234931483, -0.1194886092980027, 1.6265987036988112]"
FENGYUN 1C DEB,[-0.03042884  0.00563267  0.09509132],"[-0.21159961259507581, -0.11385594090174488, 1.7216900215361184]"
FENGYUN 1C DEB,[0.00956605 0.00633076 0.09933988],"[-0.20203356257874605, -0.10752518150523575, 1.821029903620549]"
FENGYUN 1C DEB,[-0.01108084 -0.03433672  0.09326416],"[-0.21311440706884613, -0.14186190367570278, 1.9142940682068166]"
FENGYUN 1C DEB,[-0.09747484 -0.00640683  0.02139177],"[-0.14932320105167635, -0.10487575357690145, -0.11513516794022817]"
FENGYUN 1C DEB,[-0.0383479   0.02851479 -0.08784273],"[-0.18767110418460922, -0.07636096210443681, -0.2029778966807964]"
FENGYUN 1C DEB,[-0.0796576   0.03364521 -0.05022616],"[-0.26732869937069886, -0.042715747218609594, -0.2532040556465742]"
FENGYUN 1C DEB,[-0.05779711 -0.00335333 -0.08153679],"[-0.32512581239653543, -0.04606907695288239, -0.3347408504423713]"
FENGYUN 1C DEB,[-0.06136154 -0.01052488 -0.07825591],"[-0.38648735509604976, -0.05659395695805411, -0.4129967638190128]"
FENGYUN 1C DEB,[-0.03467666 -0.00404427 -0.09370791],"[-0.4211640159284631, -0.06063822958596931, -0.5067046773184867]"
FENGYUN 1C DEB,[-0.06775233 -0.01562949 -0.0718703 ],"[-0.48891634894498337, -0.07626772025973741, -0.5785749798926176]"
FENGYUN 1C DEB,[-0.02582875 -0.06280635 -0.07340462],"[-0.5147450993492254, -0.139074070996006, -0.6519795980017542]"
FENGYUN 1C DEB,[-0.09287594 -0.01204457 -0.03505692],"[-0.6076210438509017, -0.15111863997753672, -0.687036513025337]"
FENGYUN 1C DEB,[-0.07074352 -0.0152527  -0.06901239],"[-0.6783645659057249, -0.16637133779946847, -0.756048898119837]"
FENGYUN 1C DEB,[-0.08023166 -0.0108059  -0.05870361],"[-0.7585962228548381, -0.17717723821732598, -0.8147525073730947]"
FENGYUN 1C DEB,[-0.00843505  0.00269094 -0.09960727],"[-0.767031277236761, -0.17448630198508377, -0.9143597797971903]"
FENGYUN 1C DEB,[-0.05233723 -0.00510682 -0.08505724],"[-0.8193685080617521, -0.17959312657170254, -0.9994170229468076]"
FENGYUN 1C DEB,[-0.05555859 -0.00276278 -0.0831    ],"[-0.8749271017402257, -0.18235590261599016, -1.082517021364373]"
FENGYUN 1C DEB,[ 0.00718315 -0.03784522 -0.09228294],"[-0.8677439494159206, -0.2202011238629926, -1.1747999642706939]"
FENGYUN 1C DEB,[-0.0040262  -0.05139679 -0.0856864 ],"[-0.8717701497232715, -0.27159791827898805, -1.2604863647951936]"
FENGYUN 1C DEB,[-0.05328724 -0.01742131 -0.08280681],"[-0.9250573914285983, -0.289019228722965, -1.3432931749852537]"
FENGYUN 1C DEB,[-0.03388749 -0.0271467  -0.0900816 ],"[-0.9589448843228487, -0.31616593061852044, -1.433374773558636]"
FENGYUN 1C DEB,[ 0.04237763  0.02760133 -0.08626878],"[0.4864366264631528, -0.0382725752418942, -0.3316272641613557]"
FENGYUN 1C DEB,[-0.01089622  0.05051168 -0.0856145 ],"[0.4755404066402409, 0.012239107820133877, -0.4172417621614725]"
FENGYUN 1C DEB,[ 0.05988504  0.00508246 -0.07992465],"[0.5354254505067005, 0.017321565780014234, -0.4971664150678083]"
FENGYUN 1C DEB,[ 0.06968645  0.00121932 -0.07170992],"[0.6051118982136463, 0.018540881708373928, -0.5688763326152017]"
FENGYUN 1C DEB,[-0.01126779 -0.09037473 -0.04129703],"[0.5938441058818336, -0.07183385098796044, -0.6101733609106281]"
FENGYUN 1C DEB,[-0.03126583 -0.08211774 -0.04774018],"[0.5625782750128715, -0.15395158859268376, -0.6579135430505747]"
FENGYUN 1C DEB,[ 0.06806151 -0.02235369 -0.06977064],"[0.6306397893996769, -0.17630528014813596, -0.727684186828731]"
FENGYUN 1C DEB,[ 0.01929431  0.05706819 -0.07981824],"[0.6499340981232286, -0.1192370939544343, -0.8075024289507001]"
FENGYUN 1C DEB,[ 0.07310378 -0.01143283 -0.06726907],"[0.7230378798334357, -0.13066992798324517, -0.8747714961787809]"
FENGYUN 1C DEB,[-0.00759169  0.03548806 -0.09318242],"[0.7154461924915149, -0.09518186300029202, -0.9679539168764008]"
FENGYUN 1C DEB,[-0.00949165  0.03319788 -0.09384993],"[0.7059545457693475, -0.06198397985876502, -1.0618038460048933]"
FENGYUN 1C DEB,[ 0.01489086 -0.03701733 -0.09169504],"[0.7208454017900234, -0.0990013066040079, -1.1534988836438378]"
FENGYUN 1C DEB,[ 0.05263941 -0.02716539 -0.08056757],"[0.7734848139405341, -0.12616669625699156, -1.2340664571051891]"
FENGYUN 1C DEB,[ 0.01456366  0.02418121 -0.09593315],"[0.7880484767615825, -0.10198548483908272, -1.3299996043463653]"
FENGYUN 1C DEB,[ 0.00922976 -0.006305   -0.09937333],"[0.797278233537288, -0.1082904898347466, -1.4293729332725214]"
FENGYUN 1C DEB,[ 0.03488463 -0.00514578 -0.09357662],"[0.8321628644830869, -0.11343626721161144, -1.5229495516072484]"
FENGYUN 1C DEB,[ 0.06759347  0.06568618 -0.03341329],"[-0.0036104504201398546, 0.9770684598641515, 0.39135054495047084]"
FENGYUN 1C DEB,[-0.08405445  0.04827316  0.02458762],"[-0.08766490215294383, 1.0253416196876777, 0.4159381675388796]"
FENGYUN 1C DEB,[ 0.05556961  0.0758734  -0.0339889 ],"[-0.0320952882914638, 1.1012150187320349, 0.38194926739866103]"
FENGYUN 1C DEB,[ 0.02042031  0.09102734 -0.03601436],"[-0.011674977330370633, 1.192242358310855, 0.34593490429927487]"
FENGYUN 1C DEB,[0.01119004 0.05657528 0.08169468],"[-0.00048493740941750983, 1.248817640472488, 0.4276295825525069]"
FENGYUN 1C DEB,[0.05438048 0.04447263 0.07116845],"[0.05389554385306745, 1.2932902678303049, 0.498798035349749]"
FENGYUN 1C DEB,[ 0.03470811  0.09361258 -0.00565973],"[0.08860365811224621, 1.3869028433092914, 0.4931383077270756]"
FENGYUN 1C DEB,[0.0258568  0.06420297 0.07217621],"[0.11446046133076311, 1.4511058110821078, 0.5653145133386315]"
FENGYUN 1C DEB,[-0.02066148  0.06020584  0.07712561],"[0.09379898261535932, 1.5113116481139948, 0.6424401283091636]"
FENGYUN 1C DEB,[-0.01933977  0.09659004  0.01721448],"[0.0744592104220502, 1.6079016837739972, 0.6596546054348382]"
FENGYUN 1C DEB,[-0.00454637  0.08646986  0.05002293],"[0.06991283605302209, 1.694371547114714, 0.7096775323177625]"
FENGYUN 1C DEB,[8.91926300e-05 9.95916034e-02 9.02798883e-03],"[0.07000202868305068, 1.7939631504874258, 0.7187055211484596]"
FENGYUN 1C DEB,[-0.00172644  0.08853959  0.04645171],"[0.06827558678465578, 1.8825027365898708, 0.7651572282341979]"
FENGYUN 1C DEB,[-0.09093069  0.02028357  0.03633437],"[0.008852812624986425, -0.2698233270144642, 0.49182264854679764]"
FENGYUN 1C DEB,[-0.06066395 -0.01220633 -0.07855502],"[-0.051811135606117616, -0.2820296568869373, 0.41326763027260777]"
FENGYUN 1C DEB,[ 0.05687562 -0.07721995 -0.02832389],"[0.005064489047277153, -0.3592496047225877, 0.38494373618041783]"
FENGYUN 1C DEB,[-0.09350393 -0.02202578 -0.02778272],"[-0.0884394428357578, -0.38127538625712476, 0.3571610136679353]"
FENGYUN 1C DEB,[-0.02919364 -0.08485268  0.04413337],"[-0.11763308536614941, -0.46612806603554063, 0.40129437939307944]"
FENGYUN 1C DEB,[-0.01800424 -0.08025551  0.05687619],"[-0.13563732417884705, -0.5463835729868016, 0.4581705693918079]"
FENGYUN 1C DEB,[-0.01302793 -0.09914109  0.00114739],"[-0.14866525647884973, -0.645524666764548, 0.4593179597084114]"
FENGYUN 1C DEB,[-0.01586138 -0.07785671  0.06071861],"[-0.16452663737883158, -0.7233813765212705, 0.520036567579501]"
FENGYUN 1C DEB,[-0.0422199  -0.07360638 -0.05291107],"[-0.2067465344075274, -0.7969877582370847, 0.4671255019543202]"
